Address;Suburb;DistanceFromCenter;Lattitude;Longtitude;Regionname
8/71 Denbigh Rd;Armadale;6,3;-37,8552;145,016;Southern Metropolitan
11/17 Myamyn St;Armadale;6,3;-37,8555;145,0291;Southern Metropolitan
526 Orrong Rd;Armadale;6,3;-37,858000000000004;145,0111;Southern Metropolitan
37 Barkly Av;Armadale;6,3;;;Southern Metropolitan
553 Dandenong Rd;Armadale;6,3;-37,8638;145,0229;Southern Metropolitan
17 Egerton Rd;Armadale;6,3;-37,8623;145,0223;Southern Metropolitan
9/19 Mercer Rd;Armadale;6,3;-37,8543;145,0262;Southern Metropolitan
6/26 Mercer Rd;Armadale;6,3;-37,8528;145,0268;Southern Metropolitan
538a Orrong Rd;Armadale;6,3;-37,8566;145,0116;Southern Metropolitan
557 Orrong Rd;Armadale;6,3;-37,8548;145,0113;Southern Metropolitan
5/68 Rose St;Armadale;6,3;-37,8515;145,02;Southern Metropolitan
11/38 Wattletree Rd;Armadale;6,3;-37,8613;145,0184;Southern Metropolitan
24 Lambeth Av;Armadale;6,3;;;Southern Metropolitan
18/41 Kooyong Rd;Armadale;6,3;-37,8596;145,0198;Southern Metropolitan
10 William St;Armadale;6,3;-37,8564;145,0228;Southern Metropolitan
11 Adelaide St;Armadale;6,3;-37,8549;145,0276;Southern Metropolitan
15/405 Dandenong Rd;Armadale;6,3;-37,8619;145,0185;Southern Metropolitan
1/2 Armadale St;Armadale;6,3;-37,8605;145,0185;Southern Metropolitan
54 Denbigh Rd;Armadale;6,3;-37,8566;145,0161;Southern Metropolitan
4/20 Mercer Rd;Armadale;6,3;-37,8537;145,0267;Southern Metropolitan
47 Northcote Rd;Armadale;6,3;-37,8533;145,0169;Southern Metropolitan
8/58 Sutherland Rd;Armadale;6,3;-37,8574;145,0174;Southern Metropolitan
6A Munro St;Armadale;6,3;-37,8534;145,0185;Southern Metropolitan
40 New St;Armadale;6,3;-37,8543;145,016;Southern Metropolitan
35 Northcote Rd;Armadale;6,3;-37,8536;145,0173;Southern Metropolitan
7/17 Myamyn St;Armadale;6,3;-37,8555;145,0291;Southern Metropolitan
595 Orrong Rd;Armadale;6,3;-37,8523;145,0116;Southern Metropolitan
3 Wattletree Rd;Armadale;6,3;-37,8606;145,0157;Southern Metropolitan
2b Denbigh Rd;Armadale;6,3;-37,8603;145,0155;Southern Metropolitan
791 High St;Armadale;6,3;-37,8545;145,0145;Southern Metropolitan
22 Lambeth Av;Armadale;6,3;;;Southern Metropolitan
25 Llaneast St;Armadale;6,3;-37,8613;145,0264;Southern Metropolitan
5 Alleyne Av;Armadale;6,3;;;Southern Metropolitan
8/569 Orrong Rd;Armadale;6,3;-37,8537;145,0114;Southern Metropolitan
19 Sutherland Rd;Armadale;6,3;-37,8593;145,0167;Southern Metropolitan
17/579 Dandenong Rd;Armadale;6,3;-37,8646;145,0247;Southern Metropolitan
11/26 Gladstone Av;Armadale;6,3;;;Southern Metropolitan
2/1 Munro St;Armadale;6,3;-37,853;145,0181;Southern Metropolitan
1 Cambridge St;Armadale;6,3;-37,8593;145,017;Southern Metropolitan
367 Dandenong Rd;Armadale;6,3;-37,8602;145,013;Southern Metropolitan
10 Egerton Rd;Armadale;6,3;-37,8628;145,0226;Southern Metropolitan
34a Rose St;Armadale;6,3;-37,851;145,0161;Southern Metropolitan
42 Rose St;Armadale;6,3;-37,8511;145,0167;Southern Metropolitan
12 Auburn Gr;Armadale;6,3;-37,8558;145,015;Southern Metropolitan
31 Hume St;Armadale;6,3;-37,8571;145,0224;Southern Metropolitan
10/581 Orrong Rd;Armadale;6,3;-37,8531;145,0115;Southern Metropolitan
5/8 Sutherland Rd;Armadale;6,3;;;Southern Metropolitan
5/92 Wattletree Rd;Armadale;6,3;-37,8623;145,0262;Southern Metropolitan
7/579 Dandenong Rd;Armadale;6,3;-37,8646;145,0247;Southern Metropolitan
1/13 Denbigh Rd;Armadale;6,3;-37,859;145,0153;Southern Metropolitan
19 Glassford St;Armadale;6,3;-37,8521;145,019;Southern Metropolitan
14 New St;Armadale;6,3;-37,8542;145,0149;Southern Metropolitan
9/38 Northcote Rd;Armadale;6,3;-37,8531;145,0173;Southern Metropolitan
7/501 Orrong Rd;Armadale;6,3;-37,8597;145,0104;Southern Metropolitan
6/51 Armadale St;Armadale;6,3;-37,8573;145,0186;Southern Metropolitan
30 Barkly Av;Armadale;6,3;;;Southern Metropolitan
5/31 Inverness Av;Armadale;6,3;;;Southern Metropolitan
12/41 Kooyong Rd;Armadale;6,3;-37,8596;145,0198;Southern Metropolitan
63 Denbigh Rd;Armadale;6,3;-37,8559;145,0158;Southern Metropolitan
1 Derby St;Armadale;6,3;-37,8512;145,0207;Southern Metropolitan
5/2 Mercer Rd;Armadale;6,3;-37,8557;145,0264;Southern Metropolitan
9/60 Wattletree Rd;Armadale;6,3;-37,8616;145,0211;Southern Metropolitan
13/56 Sutherland Rd;Armadale;6,3;-37,8575;145,0174;Southern Metropolitan
12 Baldwin St;Armadale;6,3;-37,8549;145,0219;Southern Metropolitan
48 Barkly Av;Armadale;6,3;;;Southern Metropolitan
7/22 Derby St;Armadale;6,3;-37,8509;145,0203;Southern Metropolitan
10/51 Armadale St;Armadale;6,3;-37,8573;145,0186;Southern Metropolitan
2/377 Dandenong Rd;Armadale;6,3;-37,8604;145,0147;Southern Metropolitan
1/14 Denbigh Rd;Armadale;6,3;-37,8593;145,0156;Southern Metropolitan
15 Sutherland Rd;Armadale;6,3;-37,8595;145,0166;Southern Metropolitan
75 Sutherland Rd;Armadale;6,3;-37,8554;145,0173;Southern Metropolitan
61 Union St;Armadale;6,3;-37,8593;145,0275;Southern Metropolitan
30 Willis St;Armadale;6,3;-37,8572;145,0275;Southern Metropolitan
1/770 Malvern Rd;Armadale;6,3;-37,8498;145,0145;Southern Metropolitan
1/403 Dandenong Rd;Armadale;6,3;-37,8618;145,0183;Southern Metropolitan
7 Lambeth Av;Armadale;6,3;;;Southern Metropolitan
3 Alleyne Av;Armadale;6,3;;;Southern Metropolitan
10/507 Dandenong Rd;Armadale;6,3;;;Southern Metropolitan
44 Denbigh Rd;Armadale;6,3;-37,8574;145,016;Southern Metropolitan
44 Hampden Rd;Armadale;6,3;-37,8582;145,0138;Southern Metropolitan
3/769 High St;Armadale;6,3;-37,8542;145,0135;Southern Metropolitan
4 Mercer Rd;Armadale;6,3;-37,8557;145,0264;Southern Metropolitan
4/38 Northcote Rd;Armadale;6,3;-37,8531;145,0173;Southern Metropolitan
4/576 Orrong Rd;Armadale;6,3;-37,8539;145,0119;Southern Metropolitan
17 Kooyong Rd;Armadale;6,3;-37,8611;145,0195;Southern Metropolitan
896 Malvern Rd;Armadale;6,3;-37,8505;145,0205;Southern Metropolitan
1/31 Mercer Rd;Armadale;6,3;-37,853;145,0264;Southern Metropolitan
8/507 Dandenong Rd;Armadale;6,3;;;Southern Metropolitan
8 Derby St;Armadale;6,3;-37,8509;145,0208;Southern Metropolitan
1/6 Elm Gr;Armadale;6,3;-37,8525;145,0159;Southern Metropolitan
37 Lambeth Av;Armadale;6,3;;;Southern Metropolitan
16 Llaneast St;Armadale;6,3;-37,8611;145,0271;Southern Metropolitan
2/532 Orrong Rd;Armadale;6,3;-37,8573;145,0112;Southern Metropolitan
5/555 Orrong Rd;Armadale;6,3;-37,8549;145,0113;Southern Metropolitan
3/50 Denbigh Rd;Armadale;6,3;-37,8568;145,0161;Southern Metropolitan
11 Egerton Rd;Armadale;6,3;-37,8626;145,0222;Southern Metropolitan
7/844 Malvern Rd;Armadale;6,3;-37,8503;145,0185;Southern Metropolitan
24 Ayr St;Ascot Vale;5,9;-37,7799;144,9296;Western Metropolitan
2/43 Roxburgh St;Ascot Vale;5,9;-37,7756;144,9165;Western Metropolitan
30 Rothwell St;Ascot Vale;5,9;-37,7777;144,9195;Western Metropolitan
9/5 Rothwell St;Ascot Vale;5,9;-37,7761;144,9201;Western Metropolitan
47 Union Rd;Ascot Vale;5,9;-37,7783;144,9149;Western Metropolitan
42 Archer Av;Ascot Vale;5,9;;;Western Metropolitan
7 Francis St;Ascot Vale;5,9;-37,7777;144,9221;Western Metropolitan
2/21 Harold St;Ascot Vale;5,9;-37,7736;144,9015;Western Metropolitan
44 The Parade;Ascot Vale;5,9;-37,7729;144,9179;Western Metropolitan
97 Walter St;Ascot Vale;5,9;-37,7758;144,9089;Western Metropolitan
98 Epsom Rd;Ascot Vale;5,9;-37,775;144,9091;Western Metropolitan
8 Geddes St;Ascot Vale;5,9;-37,7776;144,9142;Western Metropolitan
75 Maribyrnong Rd;Ascot Vale;5,9;-37,7721;144,9184;Western Metropolitan
119 Roseberry St;Ascot Vale;5,9;-37,7745;144,9093;Western Metropolitan
25 Station Av;Ascot Vale;5,9;;;Western Metropolitan
10 Fenton St;Ascot Vale;5,9;-37,7748;144,929;Western Metropolitan
10 McCully St;Ascot Vale;5,9;-37,7756;144,9208;Western Metropolitan
120 Epsom Rd;Ascot Vale;5,9;-37,7759;144,91;Western Metropolitan
47 Hurtle St;Ascot Vale;5,9;-37,773;144,9049;Western Metropolitan
63 Kent St;Ascot Vale;5,9;-37,7807;144,9288;Western Metropolitan
4 The Parade;Ascot Vale;5,9;-37,7731;144,9206;Western Metropolitan
4 West St;Ascot Vale;5,9;-37,7774;144,924;Western Metropolitan
1/17 Epsom Rd;Ascot Vale;5,9;-37,7718;144,9066;Western Metropolitan
70 Bloomfield Rd;Ascot Vale;5,9;-37,7761;144,9166;Western Metropolitan
41 Monash St;Ascot Vale;5,9;-37,7819;144,9064;Western Metropolitan
2/78 Ormond Rd;Ascot Vale;5,9;-37,7738;144,9345;Western Metropolitan
83 Roseberry St;Ascot Vale;5,9;-37,7746;144,9112;Western Metropolitan
7a Station Av;Ascot Vale;5,9;;;Western Metropolitan
51 Francis St;Ascot Vale;5,9;-37,7774;144,9186;Western Metropolitan
5/39 Sandown Rd;Ascot Vale;5,9;;;Western Metropolitan
33 Dalgety Dr;Ascot Vale;5,9;-37,7778;144,9065;Western Metropolitan
12 Mirams St;Ascot Vale;5,9;-37,7766;144,9143;Western Metropolitan
2 The Parade;Ascot Vale;5,9;-37,7732;144,9206;Western Metropolitan
13 Wigton St;Ascot Vale;5,9;-37,7795;144,929;Western Metropolitan
17 Aspect Av;Ascot Vale;5,9;;;Western Metropolitan
78 The Parade;Ascot Vale;5,9;-37,7725;144,9146;Western Metropolitan
11 Ascot St;Ascot Vale;5,9;-37,7825;144,9208;Western Metropolitan
24/54 Epsom Rd;Ascot Vale;5,9;-37,7731;144,9074;Western Metropolitan
2 Farncomb St;Ascot Vale;5,9;-37,781;144,9207;Western Metropolitan
13 Fisher Pde;Ascot Vale;5,9;-37,7855;144,905;Western Metropolitan
6 Leonard Cr;Ascot Vale;5,9;;;Western Metropolitan
26 Newsom St;Ascot Vale;5,9;-37,7746;144,9031;Western Metropolitan
8 Pentland St;Ascot Vale;5,9;-37,7737;144,904;Western Metropolitan
8/129 The Parade;Ascot Vale;5,9;-37,7723;144,9094;Western Metropolitan
52 Monash St;Ascot Vale;5,9;-37,7821;144,9055;Western Metropolitan
32 Myross Av;Ascot Vale;5,9;;;Western Metropolitan
58 Fenton St;Ascot Vale;5,9;-37,775;144,93200000000002;Western Metropolitan
70 Munro St;Ascot Vale;5,9;-37,7753;144,9116;Western Metropolitan
1 Nairn Av;Ascot Vale;5,9;;;Western Metropolitan
125 Epsom Rd;Ascot Vale;5,9;-37,7791;144,9136;Western Metropolitan
33 Hockey La;Ascot Vale;5,9;-37,7759;144,9338;Western Metropolitan
55 Hunt Cr;Ascot Vale;5,9;;;Western Metropolitan
3/28 Ormond Rd;Ascot Vale;5,9;-37,773;144,9303;Western Metropolitan
7 Angler Pde;Ascot Vale;5,9;-37,782;144,903;Western Metropolitan
26 Ayr St;Ascot Vale;5,9;-37,78;144,9295;Western Metropolitan
2/127 Epsom Rd;Ascot Vale;5,9;-37,7791;144,914;Western Metropolitan
57 The Parade;Ascot Vale;5,9;-37,7727;144,9136;Western Metropolitan
62 Mirams St;Ascot Vale;5,9;-37,7765;144,9114;Western Metropolitan
4 Morphett Av;Ascot Vale;5,9;;;Western Metropolitan
67 Hurtle St;Ascot Vale;5,9;-37,7742;144,906;Western Metropolitan
95 Walter St;Ascot Vale;5,9;-37,7757;144,9088;Western Metropolitan
15 Bayview Tce;Ascot Vale;5,9;-37,7734;144,9191;Western Metropolitan
57 Monash St;Ascot Vale;5,9;-37,7828;144,9049;Western Metropolitan
54 South St;Ascot Vale;5,9;-37,7778;144,9261;Western Metropolitan
3/8 Walter St;Ascot Vale;5,9;-37,7713;144,9038;Western Metropolitan
2/225 Maribyrnong Rd;Ascot Vale;5,9;-37,7712;144,9088;Western Metropolitan
12/9 Milton St;Ascot Vale;5,9;-37,7733;144,9219;Western Metropolitan
107/8 Burrowes St;Ascot Vale;5,9;-37,7786;144,9141;Western Metropolitan
21A Geddes St;Ascot Vale;5,9;-37,7779;144,9133;Western Metropolitan
1/20 Newsom St;Ascot Vale;5,9;-37,7744;144,9035;Western Metropolitan
14 Ormond Rd;Ascot Vale;5,9;-37,7729;144,9291;Western Metropolitan
4/27 Roseberry St;Ascot Vale;5,9;-37,7749;144,9137;Western Metropolitan
126 The Parade;Ascot Vale;5,9;-37,7722;144,9117;Western Metropolitan
43 Bloomfield Rd;Ascot Vale;5,9;-37,7766;144,9187;Western Metropolitan
6/17 Geddes St;Ascot Vale;5,9;-37,7779;144,9137;Western Metropolitan
1/60 The Parade;Ascot Vale;5,9;-37,7728;144,9169;Western Metropolitan
96 The Parade;Ascot Vale;5,9;-37,7724;144,9136;Western Metropolitan
3 Aspect Av;Ascot Vale;5,9;;;Western Metropolitan
45 Bloomfield Rd;Ascot Vale;5,9;-37,7766;144,9185;Western Metropolitan
72 Kent St;Ascot Vale;5,9;-37,78;144,9247;Western Metropolitan
21 Middle St;Ascot Vale;5,9;-37,7774;144,928;Western Metropolitan
78 Francis St;Ascot Vale;5,9;-37,777;144,9176;Western Metropolitan
25 Geddes St;Ascot Vale;5,9;-37,7778;144,9131;Western Metropolitan
106/246 Union Rd;Ascot Vale;5,9;-37,7722;144,9163;Western Metropolitan
57 Bloomfield Rd;Ascot Vale;5,9;-37,7765;144,9177;Western Metropolitan
18/54 Epsom Rd;Ascot Vale;5,9;-37,7731;144,9074;Western Metropolitan
15 Mirams St;Ascot Vale;5,9;-37,7769;144,9138;Western Metropolitan
6/37 Myrnong Cr;Ascot Vale;5,9;;;Western Metropolitan
44 Walter St;Ascot Vale;5,9;-37,7727;144,9055;Western Metropolitan
25 Dalgety Dr;Ascot Vale;5,9;-37,7778;144,9061;Western Metropolitan
7 Dalgety Dr;Ascot Vale;5,9;-37,7778;144,9042;Western Metropolitan
37 Epsom Rd;Ascot Vale;5,9;-37,7728;144,9076;Western Metropolitan
6 Waller Ct;Ascot Vale;5,9;-37,7816;144,9217;Western Metropolitan
17 Ascot St;Ascot Vale;5,9;-37,7825;144,9206;Western Metropolitan
19 Dunlop Av;Ascot Vale;5,9;;;Western Metropolitan
73 Kent St;Ascot Vale;5,9;-37,7807;144,9285;Western Metropolitan
9/129 The Parade;Ascot Vale;5,9;-37,7723;144,9094;Western Metropolitan
20 Charles St;Ascot Vale;5,9;-37,7783;144,91;Western Metropolitan
1 East St;Ascot Vale;5,9;-37,7766;144,9277;Western Metropolitan
32 Geddes St;Ascot Vale;5,9;-37,7775;144,91299999999998;Western Metropolitan
30 Mirams St;Ascot Vale;5,9;-37,7765;144,9132;Western Metropolitan
43 Mirams St;Ascot Vale;5,9;-37,7767;144,9125;Western Metropolitan
45 Mirams St;Ascot Vale;5,9;-37,7767;144,9124;Western Metropolitan
1 Bloomfield Rd;Ascot Vale;5,9;-37,7768;144,9223;Western Metropolitan
26 Milton St;Ascot Vale;5,9;-37,7738;144,9215;Western Metropolitan
10 Ayr St;Ascot Vale;5,9;-37,7792;144,9297;Western Metropolitan
58 Bloomfield Rd;Ascot Vale;5,9;-37,7762;144,9174;Western Metropolitan
1/91 Epsom Rd;Ascot Vale;5,9;-37,7772;144,9118;Western Metropolitan
1 Myross Av;Ascot Vale;5,9;;;Western Metropolitan
4/33 Sandown Rd;Ascot Vale;5,9;;;Western Metropolitan
5 Doncaster St;Ascot Vale;5,9;-37,7774;144,9104;Western Metropolitan
6 McCully St;Ascot Vale;5,9;-37,7756;144,921;Western Metropolitan
75 Munro St;Ascot Vale;5,9;-37,7756;144,9105;Western Metropolitan
61 Dent St;Ashburton;11,0;-37,8669;145,0767;Southern Metropolitan
1 Wilgra Av;Ashburton;11,0;;;Southern Metropolitan
69 Albion Rd;Ashburton;11,0;-37,8673;145,0688;Southern Metropolitan
1/17 Ashburn Gr;Ashburton;11,0;-37,8655;145,0807;Southern Metropolitan
3/39 Solway St;Ashburton;11,0;-37,874;145,0714;Southern Metropolitan
7A Wirraway Ct;Ashburton;11,0;-37,8675;145,0895;Southern Metropolitan
101/218 High St;Ashburton;11,0;-37,8636;145,0794;Southern Metropolitan
51 Victory Bvd;Ashburton;11,0;-37,869;145,0822;Southern Metropolitan
50 Warner Av;Ashburton;11,0;;;Southern Metropolitan
2 Benghazi Av;Ashburton;11,0;;;Southern Metropolitan
3 Dunlop St;Ashburton;11,0;-37,8666;145,0676;Southern Metropolitan
36 Morotai Av;Ashburton;11,0;;;Southern Metropolitan
15 Lancaster St;Ashburton;11,0;;;Southern Metropolitan
60 Munro Av;Ashburton;11,0;;;Southern Metropolitan
1/4 Taylor St;Ashburton;11,0;;;Southern Metropolitan
1/6 Crete Av;Ashburton;11,0;;;Southern Metropolitan
69a Munro Av;Ashburton;11,0;;;Southern Metropolitan
16a Nicholas St;Ashburton;11,0;-37,8699;145,0778;Southern Metropolitan
5 Nicholas St;Ashburton;11,0;-37,8685;145,0786;Southern Metropolitan
115 Ashburn Gr;Ashburton;11,0;-37,8729;145,0788;Southern Metropolitan
33 Eleanor St;Ashburton;11,0;-37,8612;145,0858;Southern Metropolitan
3a Mernda Av;Ashburton;11,0;;;Southern Metropolitan
1/1 Nairn St;Ashburton;11,0;-37,8675;145,0668;Southern Metropolitan
9 Gona Ct;Ashburton;11,0;-37,8695;145,084;Southern Metropolitan
60 Nicholas St;Ashburton;11,0;-37,873000000000005;145,0751;Southern Metropolitan
76 Nicholas St;Ashburton;11,0;-37,8738;145,0741;Southern Metropolitan
45 Yuile St;Ashburton;11,0;-37,8599;145,0815;Southern Metropolitan
1/24 Crete Av;Ashburton;11,0;;;Southern Metropolitan
18 Alamein Av;Ashburton;11,0;;;Southern Metropolitan
3 Lae Ct;Ashburton;11,0;;;Southern Metropolitan
8 Ryland St;Ashburton;11,0;-37,861;145,0806;Southern Metropolitan
47 Yuile St;Ashburton;11,0;-37,86;145,0817;Southern Metropolitan
36 Alamein Av;Ashburton;11,0;;;Southern Metropolitan
6a Glen Rd;Ashburton;11,0;-37,8742;145,07;Southern Metropolitan
2 Maxwell St;Ashburton;11,0;-37,8689;145,069;Southern Metropolitan
18 Glen Rd;Ashburton;11,0;-37,8737;145,0695;Southern Metropolitan
11a Ambon St;Ashburton;11,0;-37,8696;145,0811;Southern Metropolitan
24 Fakenham Rd;Ashburton;11,0;-37,8628;145,0884;Southern Metropolitan
95 Nicholas St;Ashburton;11,0;-37,8745;145,0738;Southern Metropolitan
34 Munro Av;Ashburton;11,0;;;Southern Metropolitan
2a Lancaster St;Ashburton;11,0;;;Southern Metropolitan
1/1 Ramu Gr;Ashburton;11,0;;;Southern Metropolitan
8 Glen Rd;Ashburton;11,0;-37,8742;145,0699;Southern Metropolitan
11 Munro Av;Ashburton;11,0;;;Southern Metropolitan
46 Nicholas St;Ashburton;11,0;-37,8723;145,0759;Southern Metropolitan
29A Yuile St;Ashburton;11,0;-37,8598;145,0796;Southern Metropolitan
50a Baker Pde;Ashburton;11,0;;;Southern Metropolitan
20 Gloucester Rd;Ashburton;11,0;-37,8666;145,0883;Southern Metropolitan
3/75 Victory Bvd;Ashburton;11,0;-37,8709;145,0857;Southern Metropolitan
2/17 Ashburn Gr;Ashburton;11,0;-37,8655;145,0808;Southern Metropolitan
34 Morotai Av;Ashburton;11,0;;;Southern Metropolitan
4 Baker Pde;Ashburton;11,0;-37,8605;145,0833;Southern Metropolitan
26 Tarakan Av;Ashburton;11,0;;;Southern Metropolitan
15 Comas Gr;Ashburton;11,0;-37,8714;145,07299999999998;Southern Metropolitan
14 Gloucester Rd;Ashburton;11,0;-37,866;145,0884;Southern Metropolitan
56 Gloucester Rd;Ashburton;11,0;;;Southern Metropolitan
19 Lancaster St;Ashburton;11,0;;;Southern Metropolitan
3 Mustang Ct;Ashburton;11,0;-37,8653;145,0897;Southern Metropolitan
460 Warrigal Rd;Ashburton;11,0;-37,8693;145,092;Southern Metropolitan
3/4 Annetta Av;Ashburton;11,0;;;Southern Metropolitan
20 Alamein Av;Ashburton;11,0;;;Southern Metropolitan
55 Alamein Av;Ashburton;11,0;;;Southern Metropolitan
63 Dent St;Ashburton;11,0;-37,8669;145,077;Southern Metropolitan
16 Dunscombe Av;Ashburton;11,0;;;Southern Metropolitan
30 Glen Rd;Ashburton;11,0;;;Southern Metropolitan
23 Johnston St;Ashburton;11,0;-37,8599;145,0765;Southern Metropolitan
4 Vears Rd;Ashburton;11,0;-37,8619;145,0879;Southern Metropolitan
2/43 Warner Av;Ashburton;11,0;;;Southern Metropolitan
14 Lucerne St;Ashburton;11,0;-37,8703;145,0774;Southern Metropolitan
5 Pitt St;Ashburton;11,0;-37,872;145,0692;Southern Metropolitan
1/65 Ashburn Gr;Ashburton;11,0;-37,8693;145,08;Southern Metropolitan
12 Meaden St;Ashburton;11,0;-37,8679;145,0781;Southern Metropolitan
48 Nicholas St;Ashburton;11,0;-37,8724;145,0758;Southern Metropolitan
5 Taylor St;Ashburton;11,0;-37,8711;145,0746;Southern Metropolitan
1/7 Y St;Ashburton;11,0;-37,8624;145,0798;Southern Metropolitan
54 Baker Pde;Ashburton;11,0;-37,8614;145,0926;Southern Metropolitan
33 Highgate Gr;Ashburton;11,0;-37,8664;145,0772;Southern Metropolitan
9 Pitt St;Ashburton;11,0;-37,8715;145,0688;Southern Metropolitan
9 Ward St;Ashburton;11,0;-37,8645;145,0797;Southern Metropolitan
159 Ashburn Gr;Ashburton;11,0;-37,8752;145,0754;Southern Metropolitan
19 Poulter St;Ashburton;11,0;-37,8636;145,0903;Southern Metropolitan
1/14 Eildon Rd;Ashwood;12,2;-37,8623;145,1098;Southern Metropolitan
18 Teck St;Ashwood;12,2;-37,8693;145,1082;Southern Metropolitan
12 Beechwood Tce;Ashwood;12,2;-37,8647;145,1016;Southern Metropolitan
28 Raymond St;Ashwood;12,2;-37,867;145,1092;Southern Metropolitan
4 Mitchell Av;Ashwood;12,2;;;Southern Metropolitan
31a Douglas St;Ashwood;12,2;-37,8639;145,0968;Southern Metropolitan
