Address	Type	Rooms	Bathroom	CarSpots	Landsize	BuildingArea	YearBuilt
41 Monash St	house	3	1.0	2.0	594.0	148.0	1960.0
2/78 Ormond Rd	house	2	1.0	1.0	0.0		
83 Roseberry St	house	3	1.0	0.0	317.0		
7a Station Av	house	2					
51 Francis St	house	2	1.0	1.0	226.0	87.0	1900.0
5/39 Sandown Rd	townhouse	2					
33 Dalgety Dr	house	3	2.0	2.0	229.0		2011.0
12 Mirams St	house	4	1.0	1.0	300.0	185.0	1890.0
2 The Parade	house	2	1.0	1.0	170.0		
13 Wigton St	house	4	1.0	2.0	462.0	170.0	1910.0
17 Aspect Av	house	4					
78 The Parade	house	3	1.0	1.0	487.0	131.0	1900.0
11 Ascot St	house	2	1.0	0.0	255.0		
24/54 Epsom Rd	flat	2	1.0	1.0	0.0		2010.0
2 Farncomb St	house	3	1.0	2.0	431.0		1950.0
13 Fisher Pde	house	4	2.0	3.0	950.0	177.0	1950.0
6 Leonard Cr	house	3					
26 Newsom St	house	3	2.0	2.0	440.0	120.0	1955.0
8 Pentland St	house	3	2.0	2.0	532.0	147.0	1950.0
8/129 The Parade	flat	1	1.0	1.0	0.0	58.0	1972.0
52 Monash St	house	3	2.0	2.0	495.0	139.0	1920.0
32 Myross Av	house	3					
58 Fenton St	house	4	2.0	2.0	683.0	232.0	1978.0
70 Munro St	house	3	1.0	1.0	263.0	117.0	1910.0
1 Nairn Av	house	2					
125 Epsom Rd	house	4	2.0	5.0	559.0	195.0	1920.0
33 Hockey La	house	3	2.0	2.0	308.0		
55 Hunt Cr	house	4					
3/28 Ormond Rd	flat	2	1.0	1.0	0.0	62.0	1978.0
7 Angler Pde	house	4	3.0	2.0	562.0	204.0	1890.0
26 Ayr St	house	6	2.0	1.0	461.0	286.0	1900.0
2/127 Epsom Rd	flat	2	1.0	1.0	301.0	104.0	1995.0
57 The Parade	house	3	3.0	1.0	491.0	127.0	1950.0
62 Mirams St	house	3	1.0	1.0	242.0	110.0	1920.0
4 Morphett Av	house	4					
67 Hurtle St	house	3	2.0	2.0	617.0	149.0	1930.0
95 Walter St	house	4	2.0	2.0	597.0	180.0	1939.0
15 Bayview Tce	house	2	1.0	1.0	387.0		
57 Monash St	house	3	1.0	3.0	575.0		
54 South St	house	5	2.0	2.0	521.0		
3/8 Walter St	townhouse	2	2.0	1.0	146.0	132.0	2015.0
2/225 Maribyrnong Rd	townhouse	2	2.0	1.0	113.0		1998.0
12/9 Milton St	flat	2	1.0	1.0	0.0	62.0	1975.0
107/8 Burrowes St	flat	2	2.0	1.0	0.0		
21A Geddes St	house	3	1.0	2.0	506.0	110.0	1920.0
1/20 Newsom St	townhouse	3	2.0	2.0	318.0	160.0	2013.0
14 Ormond Rd	house	6	2.0	3.0	833.0	411.0	1910.0
4/27 Roseberry St	flat	2	1.0	1.0	0.0	65.0	1970.0
126 The Parade	house	2	1.0	1.0	325.0		
43 Bloomfield Rd	house	4	2.0	0.0	418.0	158.0	1900.0
6/17 Geddes St	flat	2	1.0	1.0	0.0		
1/60 The Parade	flat	2	1.0	1.0	0.0		
96 The Parade	house	4	3.0	4.0	487.0	402.0	1940.0
3 Aspect Av	house	4					
45 Bloomfield Rd	house	3	1.0	2.0	414.0		
72 Kent St	house	3	2.0	2.0	298.0	132.0	1890.0
21 Middle St	house	3	2.0	1.0	272.0	157.0	1900.0
78 Francis St	house	3	1.0	1.0	296.0	104.0	1910.0
25 Geddes St	house	4	2.0	1.0	298.0	147.0	1920.0
106/246 Union Rd	flat	3	2.0	1.0	0.0	148.0	
57 Bloomfield Rd	house	3	1.0	1.0	206.0	115.0	1900.0
18/54 Epsom Rd	flat	2	1.0	1.0	1957.0	69.0	2012.0
15 Mirams St	house	4	1.0	1.0	552.0	155.0	1920.0
6/37 Myrnong Cr	flat	1					
44 Walter St	house	3	2.0	2.0	416.0	168.0	1900.0
25 Dalgety Dr	house	3	2.0	2.0	285.0	172.0	2011.0
7 Dalgety Dr	house	3	2.0	1.0	314.0	177.0	2010.0
37 Epsom Rd	house	3	1.0	3.0	536.0		
6 Waller Ct	house	3	2.0	1.0	576.0	120.0	1940.0
17 Ascot St	house	2	1.0	3.0	252.0	108.0	1910.0
19 Dunlop Av	house	3					
73 Kent St	house	2	1.0	1.0	124.0	77.0	1900.0
9/129 The Parade	flat	3	1.0	3.0	0.0		1972.0
20 Charles St	house	3					
1 East St	townhouse	3	2.0	2.0	200.0	144.0	2003.0
32 Geddes St	house	4	2.0	1.0	349.0		1920.0
30 Mirams St	house	4	1.0	4.0	664.0		
43 Mirams St	house	3	1.0	1.0	555.0		
45 Mirams St	house	3	2.0	2.0	459.0		
1 Bloomfield Rd	house	3	1.0	1.0	278.0	166.0	1900.0
26 Milton St	house	3	2.0	1.0	254.0		
10 Ayr St	house	3	1.0	0.0	216.0		
58 Bloomfield Rd	house	3	1.0	1.0	452.0	175.0	1960.0
1/91 Epsom Rd	flat	2	1.0	2.0	194.0	71.0	1900.0
1 Myross Av	house	4					
4/33 Sandown Rd	townhouse	3					
5 Doncaster St	house	4	2.0	4.0	598.0	273.0	2012.0
6 McCully St	house	3	1.0	1.0	194.0		
75 Munro St	house	2	1.0	1.0	407.0		
61 Dent St	house	4	3.0	2.0	753.0	399.0	2015.0
1 Wilgra Av	house	2					
69 Albion Rd	house	3	2.0	2.0	599.0	220.0	1930.0
1/17 Ashburn Gr	townhouse	3	2.0	2.0	203.0		
3/39 Solway St	townhouse	3	3.0	4.0	310.0	315.0	2014.0
7A Wirraway Ct	house	3	1.0	1.0	370.0	100.0	1950.0
101/218 High St	flat	2	1.0	1.0	710.0		2010.0
51 Victory Bvd	house	2	1.0	2.0	679.0		
50 Warner Av	house	4					
2 Benghazi Av	house	3					
3 Dunlop St	house	3	2.0	2.0	731.0	149.0	1935.0
36 Morotai Av	house	2					
15 Lancaster St	house	4					
60 Munro Av	house	5					
1/4 Taylor St	house	2					
1/6 Crete Av	house	3					
69a Munro Av	house	4					
16a Nicholas St	house	3	3.0	2.0	276.0	178.0	2004.0
5 Nicholas St	house	3	1.0	2.0	583.0	112.0	1950.0
115 Ashburn Gr	house	8	7.0	4.0	1472.0	618.0	2009.0
33 Eleanor St	house	4	2.0	1.0	681.0		1940.0
3a Mernda Av	house	4					
1/1 Nairn St	house	3	2.0	2.0	516.0	145.0	1920.0
9 Gona Ct	house	3	1.0	2.0	806.0	101.0	1950.0
60 Nicholas St	house	3	1.0	2.0	699.0		
76 Nicholas St	house	3	1.0	2.0	697.0	163.0	1962.0
45 Yuile St	house	3	1.0	3.0	780.0	152.0	1940.0
1/24 Crete Av	townhouse	3					
18 Alamein Av	house	3					
3 Lae Ct	house	3					
8 Ryland St	house	4	2.0	2.0	513.0	160.0	1950.0
47 Yuile St	house	4	2.0	2.0	780.0	180.0	1938.0
36 Alamein Av	house	2					
6a Glen Rd	house	3	2.0	2.0	351.0	228.0	2006.0
2 Maxwell St	house	2	1.0	2.0	690.0		
18 Glen Rd	house	3	2.0	3.0	702.0	145.0	1945.0
11a Ambon St	house	3	2.0	1.0	404.0	398.0	2010.0
24 Fakenham Rd	house	3	2.0	2.0	650.0		
95 Nicholas St	house	2	1.0	2.0	704.0		
34 Munro Av	house	3					
2a Lancaster St	house	3					
1/1 Ramu Gr	townhouse	3					
8 Glen Rd	house	3	2.0	2.0	696.0		
11 Munro Av	house	4					
46 Nicholas St	house	2	1.0	2.0	697.0		
29A Yuile St	house	5	5.0	2.0	755.0	444.0	2015.0
50a Baker Pde	house	4					
20 Gloucester Rd	house	3	2.0	2.0	591.0	142.0	1960.0
3/75 Victory Bvd	townhouse	3	1.0	1.0	227.0		
2/17 Ashburn Gr	townhouse	3	2.0	2.0	153.0	110.0	1990.0
34 Morotai Av	house	3					
4 Baker Pde	house	3	1.0	2.0	545.0		
26 Tarakan Av	house	3					
15 Comas Gr	house	5	4.0	2.0	1075.0	390.0	2010.0
14 Gloucester Rd	house	4	3.0	1.0	310.0	180.0	2016.0
56 Gloucester Rd	house	4					
19 Lancaster St	house	3					
3 Mustang Ct	house	3	2.0	2.0	710.0	139.0	1945.0
460 Warrigal Rd	house	2	1.0	2.0	672.0		
3/4 Annetta Av	house	3					
20 Alamein Av	house	3					
55 Alamein Av	house	4					
63 Dent St	house	4	2.0	4.0	749.0	206.0	1950.0
16 Dunscombe Av	house	3					
30 Glen Rd	house	4					
23 Johnston St	house	4	2.0	2.0	703.0	197.0	1927.0
4 Vears Rd	house	3	2.0	3.0	724.0	168.0	1940.0
2/43 Warner Av	townhouse	3					
14 Lucerne St	house	3	1.0	1.0	605.0	111.0	1950.0
5 Pitt St	house	2	1.0	1.0	687.0	104.0	1940.0
1/65 Ashburn Gr	townhouse	4	2.0	2.0	321.0	199.0	2007.0
12 Meaden St	house	3	1.0	2.0	583.0		
48 Nicholas St	house	5	3.0	4.0	700.0	266.0	1950.0
5 Taylor St	house	4	2.0	3.0	696.0	274.0	2000.0
1/7 Y St	townhouse	3	2.0	2.0	295.0		1990.0
54 Baker Pde	house	3	1.0	2.0	752.0		1948.0
33 Highgate Gr	house	4	2.0	2.0	514.0	240.0	1935.0
9 Pitt St	house	4	2.0	2.0	844.0	278.0	1940.0
9 Ward St	house	3	1.0	2.0	637.0		
159 Ashburn Gr	house	3	1.0	2.0	1063.0		
19 Poulter St	house	3	1.0	1.0	697.0	164.0	1947.0
1/14 Eildon Rd	house	3	1.0	2.0	343.0		1960.0
18 Teck St	house	2	1.0	1.0	583.0		1950.0
12 Beechwood Tce	townhouse	3	2.0	2.0	375.0		
28 Raymond St	house	3	1.0	1.0	842.0		
4 Mitchell Av	house	3					
31a Douglas St	flat	3	2.0	2.0	467.0		
1/53 Winbirra Pde	house	4	3.0	2.0	372.0	201.0	2016.0
18 Montrose St	house	2	1.0	2.0	695.0	114.0	1950.0
11 Scenic Dr	house	4	2.0	3.0	675.0	302.0	2000.0
4 Scenic Dr	house	4	2.0	2.0	621.0	203.0	2000.0
8 Rocklands Rd	house	3	1.0	2.0	723.0		
1/7 Farmer St	townhouse	2	1.0	2.0	367.0	110.0	1970.0
1/136 High Street Rd	house	3	2.0	4.0	400.0	94.0	1950.0
10 Maroondah Rd	house	4	2.0	1.0	724.0		
4 Peppermint Ct	house	4	2.0	2.0	526.0		
35 Douglas St	house	3	1.0	1.0	792.0	792.0	1950.0
95 Huntingdale Rd	house	4	2.0	2.0	803.0	152.0	1970.0
2/25 May Park Av	flat	2					
9 Reid St	house	3	1.0	2.0	981.0		
50 Cassinia Av	house	3					
12 Delta Av	house	3					
10 Parkhill Dr	house	3	1.0	1.0	768.0	96.0	1950.0
8 Maroondah Rd	house	4	3.0	2.0	724.0		
1/7 Murra Ct	flat	2	1.0	1.0	216.0	90.0	2003.0
58 Ashwood Dr	house	3	2.0	3.0	782.0	215.0	1950.0
9 Barrington Dr	house	3	1.0	2.0	785.0	151.0	1968.0
3 Harold St	house	4	2.0	1.0	593.0	255.0	1930.0
2/21 Electra Av	townhouse	2					
3/26 May Park Av	townhouse	3					
9 Katta Ct	house	3	1.0	2.0	772.0		
44 Power Av	house	3					
16 Scenic Dr	house	5	3.0	2.0	585.0	317.0	2000.0
13 Edmonds Av	house	2					
7 Jingella Av	house	3					
4 Nolan Ct	house	4	2.0	2.0	787.0	158.0	1975.0
4/36 Queens Pde	flat	2	1.0	1.0	153.0	80.0	1970.0
2/11 Salisbury Rd	townhouse	4					
1/148 High Street Rd	flat	3	1.0	2.0	353.0	98.0	1950.0
4/24 Mulgrave St	flat	2	1.0	1.0	72.0		
15b Rocklands Rd	townhouse	4					
79 Ashwood Dr	house	4	2.0	2.0	743.0	235.0	2011.0
16 Carlyle St	house	3	1.0	1.0	706.0	157.0	1950.0
147 Huntingdale Rd	house	3	1.0	1.0	557.0		1960.0
17 Parkhill Dr	house	4	2.0	2.0	766.0	192.0	1950.0
22 Vannam Dr	house	3	2.0	2.0	731.0	147.0	1950.0
2/6 Murra Ct	flat	2	1.0	2.0	192.0	88.0	2007.0
31a Shaw St	townhouse	3					
27 Yertchuk Av	house	4					
1/27 Electra Av	flat	2					
2/21 Lavidge Rd	townhouse	4					
12 Leonard St	house	4	2.0	1.0	727.0		
4 Teck St	house	2	1.0	1.0	586.0	86.0	1950.0
14 Ashwood Dr	house	3	1.0	1.0	760.0	120.0	1960.0
11 Cassinia Av	house	4					
1/2 Condah Ct	house	3	2.0	1.0	320.0	85.0	1958.0
6a Sylvan Cr	townhouse	4					
2/2 Heather Av	townhouse	3					
1/72 Power Av	flat	3					
1/16 Raymond St	townhouse	3	2.0	2.0	256.0	134.0	2012.0
17 Vannam Dr	house	4	2.0	2.0	780.0	155.0	1950.0
13 Ashwood Dr	house	4	3.0	2.0	717.0	311.0	1960.0
6 Clearview Cl	house	5	3.0	2.0	579.0	243.0	1998.0
4 Newbury Ct	house	3	2.0	2.0	839.0	198.0	1970.0
30 Ashwood Dr	house	3	1.0	1.0	779.0		
2/53 Salisbury Rd	townhouse	3	1.0	2.0	212.0	130.0	2012.0
577 Warrigal Rd	house	3	1.0	4.0	677.0	140.0	1960.0
13 MacEy Av	house	4					
8 Norma Ct	house	3	1.0	1.0	593.0	118.0	1970.0
9 Rogerson St	house	3	1.0	1.0	0.0	103.0	1980.0
157 Canning St	townhouse	3	3.0	1.0	557.0	181.0	2017.0
7 Peerless Ct	house	4	2.0	2.0	705.0	500.0	1999.0
105 Canning St	house	3	1.0	2.0	542.0		
36 Wood St	house	4	2.0	1.0	350.0		2008.0
2 Arbor Tce	house	4	2.0	2.0	569.0	225.0	2008.0
3 Karen Ct	house	3	2.0	2.0	671.0		
6 Lovett Dr	house	4	5.0	4.0	673.0		
12 Skewes St	house	3	1.0	2.0	571.0		
16 Arcade Wy	house	3					
19 Rogerson St	house	3	1.0	1.0	585.0	128.0	1955.0
68 Thompson St	house	3	1.0	2.0	570.0	120.0	1970.0
119 Canning St	house	3	1.0	2.0	600.0	103.0	1965.0
14 Lovett Dr	house	4	3.0	2.0	789.0		
9 Arcade Wy	house	3					
31 Duke St	house	3	1.0	1.0	529.0		
97 Military Rd	house	3	1.0	1.0	550.0	143.0	1970.0
21 River Dr	townhouse	3	2.0	2.0	339.0		
43 Riverside Av	house	3					
35 Templewood Cr	house	4					
3 Clive Ct	house	4	3.0	3.0	761.0	281.0	1970.0
10 Hanley St	house	3	1.0	3.0	595.0	142.0	1955.0
40 Templewood Cr	house	4					
22 Warrick Ct	house	4	3.0	3.0	1801.0		
15 Dumas Av	house	3					
2/6 Nelson Ct	townhouse	2	1.0	1.0	136.0		2012.0
5 Glencara St	house	3	2.0	1.0	585.0		
129 Templewood Cr	house	4					
103 Military Rd	house	3	1.0	1.0	580.0	117.0	1970.0
7 Monmouth St	house	3	1.0	3.0	574.0		
15 River Dr	house	3	1.0	4.0	606.0		
16a Arbor Tce	flat	3	2.0	1.0	289.0		
40a Herbert St	house	3	1.0	1.0	177.0		
185 Military Rd	house	3	1.0	2.0	649.0		
33 Wood St	house	3	1.0	3.0	704.0		
14 Herbert St	house	3	1.0	2.0	322.0		
2/10 Military Rd	flat	2	1.0	1.0	263.0		1999.0
9 Willow Dr	house	3	1.0	2.0	766.0	149.0	
25 MacEy Av	house	3					
8 Westminster Dr	house	5	2.0	4.0	574.0		
8 Herbert St	house	3	1.0	1.0	581.0	106.0	1960.0
2 Hillman Ct	house	4	3.0	2.0	873.0	395.0	1992.0
18 Langham St	house	3					
20 Westminster Dr	house	3	1.0	1.0	586.0	118.0	1965.0
23 River Dr	townhouse	3					
17 Lacy St	house	3					
8 Moffat St	house	3	1.0	2.0	588.0		
1 Templewood Cr	house	4					
1/24 Bordeaux St	house	2	1.0	1.0	220.0	101.0	1995.0
7 Landau Pl	house	4					
72 Military Rd	house	4	2.0	2.0	554.0	140.0	1960.0
1/5 South Tce	flat	3	1.0	1.0	260.0		1990.0
1/4 Weyburn Pl	townhouse	2	1.0	2.0	158.0		1993.0
19 Clarendon St	house	3	2.0	2.0	705.0		
2 Drake Ct	house	3	1.0	3.0	812.0	117.0	1960.0
27 Lake St	house	4					
11 South Tce	house	3	2.0	8.0	585.0		
61 Doyle St	house	3	1.0	1.0	597.0		
109 North Rd	house	4	2.0	2.0	589.0	150.0	1961.0
17 Cresswold Av	house	3					
1/1 Amis Cr	flat	3					
7 Arvern Av	house	4					
17 Cannes Av	house	4					
2/4 Carmyle Ct	flat	2	1.0	1.0	0.0	85.0	1995.0
10 Intervale Dr	house	4	2.0	2.0	570.0		
328 Milleara Rd	house	4	1.0	0.0	569.0		
10 Skewes St	house	3	2.0	2.0	593.0	103.0	1970.0
62 Skewes St	house	4	2.0	4.0	585.0		1960.0
49 Rogerson St	house	3	1.0	1.0	549.0		
43 Skewes St	house	3	2.0	1.0	582.0	153.0	1950.0
63 Doyle St	house	3	1.0	1.0	590.0		1960.0
14 Laura Gr	house	3					
235 Military Rd	house	3	2.0	3.0	638.0		
57 North Rd	house	3	1.0	2.0	607.0		
18 Linton St	house	4	2.0	1.0	244.0	180.0	1900.0
7/72 Grosvenor St	flat	2	1.0	2.0	0.0	61.0	1965.0
51 Sycamore Gr	house	3	1.0	1.0	304.0		1940.0
3/88 Grosvenor St	flat	1	1.0	1.0	0.0		
1/34 Gourlay St	townhouse	2	1.0	2.0	114.0	120.0	2000.0
58 William St	house	3	2.0	1.0	196.0	180.0	1900.0
7/38 Brighton Rd	flat	1					
5/60 Gourlay St	flat	2	1.0	1.0	0.0	60.0	1960.0
4/9 Gourlay St	flat	2	1.0	1.0	0.0	65.0	1960.0
1/22 Sycamore Gr	flat	2	1.0	0.0	0.0	58.0	1970.0
6/23 Gourlay St	flat	2	1.0	1.0	0.0	61.0	1960.0
8 The Avenue	townhouse	2	1.0	1.0	0.0		
6 Blenheim St	house	3	1.0	1.0	178.0	100.0	1920.0
3/20 Orange Gr	flat	2	1.0	1.0	0.0	49.0	1960.0
2/360 Carlisle St	flat	2	1.0	1.0	0.0		
2/19 Camden St	flat	2	1.0	1.0	0.0	59.0	1970.0
1/17 Albion St	house	2	1.0	0.0	159.0	84.0	1930.0
10 Grosvenor St	house	3	2.0	2.0	339.0	159.0	1890.0
57 Rosamond St	house	3	1.0	2.0	232.0		
3/33 Gourlay St	flat	2	1.0	1.0	483.0	51.0	1970.0
41 Marlborough St	house	3	1.0	1.0	157.0		1928.0
15/36 Brighton Rd	flat	1	1.0	0.0	0.0		
5/11 Albion St	flat	2	0.0	0.0	0.0		
1/4 Glenluss St	townhouse	3	2.0	2.0	348.0		
166 Gordon St	house	2	1.0	1.0	659.0	123.0	1920.0
36 Narrak Rd	house	4	2.0	2.0	715.0	218.0	1985.0
2/16 Westminster St	townhouse	2	1.0	1.0	208.0	129.0	2000.0
2/74 Balwyn Rd	flat	3	2.0	2.0	206.0	112.0	1998.0
19 Belgrove Av	house	4					
26 Belgrove Av	house	4					
112 Belmore Rd	house	5	3.0	2.0	715.0	420.0	2009.0
27 Bevan St	house	4	2.0	2.0	744.0	226.0	1985.0
129 Gordon St	house	3	3.0	2.0	651.0	266.0	
4 Melba Ct	house	5	5.0	2.0	651.0	410.0	
5/14 Parring Rd	flat	2	1.0	1.0	122.0	97.0	1977.0
349 Union Rd	house	6	4.0	7.0	2051.0	449.0	1935.0
3/10 Westminster St	house	2	2.0	2.0	0.0		
22 Yongala St	house	5	3.0	2.0	600.0	356.0	2006.0
120/188 Whitehorse Rd	flat	1					
12/37 Banool Rd	townhouse	3					
32 Bevan St	house	4	3.0	4.0	647.0		1919.0
3/30 Cremorne St	flat	2	1.0	1.0	206.0		
27 Parkdale Av	house	3					
137 Yarrbat Av	house	4					
9/5 Boston Rd	house	3	2.0	2.0	175.0		1976.0
17 Gordon St	house	3	2.0	1.0	853.0		
40 Metung St	house	5	3.0	2.0	678.0	349.0	2001.0
2a Pryton Ct	house	4	2.0	2.0	342.0	250.0	2000.0
4/42 Talbot Av	flat	2					
4/30 Weir St	flat	2	1.0	1.0	0.0		
1/37 Yongala St	house	3	2.0	2.0	308.0		
142 Balwyn Rd	house	2	1.0	1.0	1015.0	166.0	1930.0
59 Narrak Rd	house	2	1.0	1.0	954.0	86.0	1915.0
23 Norbert St	house	4	2.0	2.0	635.0	326.0	1996.0
9/11 Parring Rd	flat	2	1.0	1.0	209.0		1975.0
24 Bennett St	house	4					
7 Creswick St	house	3					
12 Kaleno Vw	house	4					
4/3 King St	house	3	1.0	1.0	188.0	110.0	1970.0
27 Nungerner St	house	4	2.0	2.0	664.0		
3/18 Weir St	house	2	1.0	1.0	0.0	72.0	1960.0
3 Westminster St	house	3	2.0	2.0	699.0	252.0	1985.0
89 Yarrbat Av	house	5					
2 Henry St	house	2	1.0	2.0	589.0	101.0	1950.0
2/42 Talbot Av	flat	2					
13 Naroo St	house	4	2.0	2.0	577.0	200.0	1948.0
4/339 Union Rd	house	3					
101/201 Whitehorse Rd	flat	2	1.0	1.0	0.0	70.0	2014.0
14 Conway Cr	house	3					
68 Elliott Av	house	5					
2/23 Northcote Av	townhouse	3					
6 Tonkin Av	house	2					
1/252 Union Rd	flat	2	1.0	1.0	0.0	73.0	1960.0
9/204 Whitehorse Rd	house	1	1.0	1.0	740.0		
8 Yongala St	house	3	2.0	2.0	599.0	126.0	1926.0
11 Belgrove Av	house	5					
1/18 Belmore Rd	house	3	1.0	2.0	281.0	150.0	1995.0
316 Belmore Rd	house	4	3.0	2.0	453.0	308.0	2016.0
11/22 Brenbeal St	townhouse	2	1.0	1.0	121.0	100.0	1960.0
7/1 Conway Cr	flat	2					
18 Fitzgerald St	house	4	3.0	4.0	1148.0		
3/3 Iramoo St	townhouse	3	2.0	2.0	219.0	164.0	2003.0
9/7 Kireep Rd	townhouse	3					
18 Metung St	house	5	3.0	2.0	678.0		
25 Percy St	house	5	3.0	2.0	642.0		1930.0
2/111 Strabane Av	house	3					
11 Monash Av	house	5					
2/8 Evelina St	townhouse	4	3.0	2.0	241.0	240.0	2009.0
23 Hertford Cr	house	5					
7/7 Kireep Rd	flat	3					
5 Millah Rd	house	4	2.0	4.0	935.0	241.0	1927.0
53 Monash Av	house	5					
3/4 Pretoria St	flat	3					
6/10 Brenbeal St	flat	2	1.0	1.0	115.0	104.0	1960.0
4/4 Raynes St	townhouse	2	1.0	1.0	104.0		
31 Yongala St	house	4	2.0	2.0	746.0	211.0	1990.0
3/5 Dunure Ct	townhouse	4					
18 Kaleno Vw	house	4					
3 Reid St	house	3	2.0	2.0	649.0	302.0	1988.0
1b Threadneedle St	house	2	3.0	2.0	344.0		
1 Weston St	house	3	1.0	4.0	671.0	465.0	
38 Frederick St	house	4	3.0	2.0	674.0	336.0	1997.0
18 Linckens Cr	house	4					
7 May St	house	4					
8/483 Whitehorse Rd	flat	2	1.0	0.0	0.0	76.0	1960.0
49 Yongala St	house	3	1.0	0.0	777.0	127.0	1950.0
7 Power St	house	5	2.0	2.0	611.0		
6/29 Weir St	flat	2	1.0	1.0	0.0	79.0	1950.0
150 Balwyn Rd	house	4	1.0	2.0	832.0		
3/94 Balwyn Rd	flat	2	1.0	2.0	231.0	98.0	1985.0
1/7 Boston Rd	house	3	2.0	2.0	380.0		1980.0
19 Norbert St	house	4	2.0	1.0	797.0		1938.0
1/32 Yerrin St	townhouse	3	2.0	2.0	306.0	170.0	1995.0
53 Metung St	house	3	1.0	2.0	651.0		
28 Salisbury St	house	3	2.0	2.0	610.0		1960.0
35a Stroud St	house	4					
87 Yerrin St	house	3	1.0	2.0	697.0		
5/95 Balwyn Rd	flat	2	1.0	1.0	87.0	88.0	1990.0
16 Grey St	house	4	2.0	2.0	743.0		
20 Henley St	house	3					
33 Kireep Rd	house	3	1.0	2.0	1315.0		1928.0
35 Kireep Rd	house	5	2.0	3.0	674.0	220.0	1950.0
2 Birtles Ct	house	5	5.0	2.0	671.0		
20 Elliott Av	house	5					
49 Metung St	house	5	6.0	4.0	739.0	502.0	
2a Monash Av	house	3					
8 Nungerner St	house	5	2.0	3.0	683.0	264.0	1940.0
8 Pryton Ct	house	4	1.0	3.0	675.0		
110 Strabane Av	house	3					
1/48 Talbot Av	flat	3					
156 Whitehorse Rd	house	4					
29 Bevan St	house	4	2.0	2.0	752.0	253.0	1981.0
2/30 Kalimna St	flat	2	1.0	1.0	213.0	92.0	1980.0
10/36 Jurang St	flat	2	1.0	1.0	0.0		
1 Knutsford St	house	4	3.0	2.0	596.0		
34 Monash Av	house	4					
70 Monash Av	house	4					
19 Reid St	house	4	2.0	2.0	929.0		
262 Union Rd	house	4	3.0	2.0	1007.0	350.0	1910.0
25 Kalimna St	house	5	3.0	2.0	674.0		
4/12 Kireep Rd	flat	2	1.0	1.0	0.0		1968.0
7 Naroo St	house	4	2.0	2.0	583.0		
6/11 Yarrbat Av	townhouse	3					
60a Talbot Av	townhouse	4					
61 Balwyn Rd	house	5	2.0	3.0	1205.0	322.0	1920.0
27 Metung St	house	4	2.0	1.0	685.0	207.0	1940.0
4/35 Weir St	flat	2	1.0	1.0	0.0	150.0	1960.0
9 Bruce St	house	5	4.0	2.0	584.0	350.0	2012.0
6 Clapham St	townhouse	2	2.0	2.0	297.0		
109 Gordon St	house	4	3.0	5.0	655.0	315.0	1938.0
14 Kinsale Cr	house	4					
34 Nott St	house	4	2.0	1.0	842.0		
275 Union Rd	house	5	3.0	4.0	1468.0		
3/14 Weir St	townhouse	3	2.0	2.0	190.0		
1 Prowse Av	house	6					
29 Metung St	house	4	2.0	2.0	662.0		
27 Reid St	house	5	2.0	2.0	925.0	314.0	1986.0
28 Sevenoaks St	house	5	5.0	3.0	807.0	393.0	2005.0
26 Wills St	house	4	1.0	2.0	739.0	291.0	1930.0
165 Balwyn Rd	house	4	2.0	1.0	665.0	155.0	1940.0
1/5 Cherry Rd	flat	2	1.0	1.0	134.0		1965.0
160 Gordon St	house	4	2.0	2.0	722.0	276.0	2000.0
17 Knutsford St	house	3	2.0	1.0	706.0	166.0	1930.0
1/10 Mangan St	flat	2	1.0	1.0	207.0		
47 Naroo St	house	3	2.0	3.0	613.0	193.0	1943.0
9 Norbert St	house	4	2.0	3.0	681.0		
8 Raynes St	house	5	4.0	3.0	1437.0		
1/13 Relowe Cr	flat	3					
38 Relowe Cr	house	4					
15A Westminster St	house	4					
6 Abercrombie St	house	3					
1/74 Balwyn Rd	townhouse	3	2.0	1.0	259.0		1940.0
3/32 Deepdene Rd	townhouse	3					
2 Pembroke Rd	house	3	2.0	2.0	650.0		
12 Wills St	house	5	2.0	2.0	981.0	260.0	1960.0
23 Wills St	house	3	1.0	2.0	844.0		
51 Yarrbat Av	house	4					
3/12 Brenbeal St	flat	2	1.0	1.0	130.0	80.0	1960.0
51 Elliott Av	house	4					
11 Pryton Ct	house	3	2.0	2.0	868.0	169.0	1960.0
29 Sevenoaks St	house	5	7.0	6.0	0.0		
321a Union Rd	house	3	2.0	2.0	404.0	190.0	2011.0
46 Yongala St	house	3	1.0	1.0	607.0		1950.0
34 Jurang St	house	5	3.0	4.0	876.0	323.0	1980.0
33 Power St	house	4	1.0	1.0	672.0	115.0	1935.0
5 Shrimpton Ct	house	2	0.0	0.0	1611.0		
3/41 Clifton St	townhouse	3	2.0	2.0	260.0	167.0	2000.0
153 Doncaster Rd	house	3	2.0	1.0	778.0	154.0	1950.0
19 Jacka St	house	4	4.0	3.0	1135.0	275.0	1960.0
32 Jaserfold St	house	2	1.0	1.0	253.0		
2/5 Marwal Av	flat	4					
32 Maylands Av	house	2					
30 Abbott St	house	7	2.0	0.0	942.0		
25 Bolinda Rd	house	4	2.0	2.0	647.0	185.0	1955.0
3 Dumblane St	house	5	4.0	2.0	760.0	477.0	2015.0
30 Hood St	house	4	2.0	2.0	642.0	215.0	1955.0
36 Kenny St	house	3	1.0	2.0	888.0	137.0	1950.0
